"symbol","Margin Mode","Position Side","Entry Price","Avg. Close Pirce","Max Open Interest","Closed Vol.","Closing PNL","Opened","Closed","Status"
"MYXUSDT","Cross","Long","1.16228757","1.07886200","38062.00000000","38062.00000000","-3175.35608975","2025-08-21 22:48:34.387","2025-08-22 00:21:14.047","Closed"
"STGUSDT","Cross","Long","0.18150000","0.17250000","5509.00000000","5509.00000000","-49.58100000","2025-08-20 16:22:51.608","2025-08-21 02:38:24.547","Closed"
"USELESSUSDT","Cross","Long","0.27296700","0.27236100","152664.00000000","152664.00000000","-92.43529934","2025-08-20 04:29:10.778","2025-08-20 23:55:32.059","Closed"
"AIOTUSDT","Cross","Long","1.61478500","1.77337100","24660.00000000","24660.00000000","3910.74678877","2025-08-20 02:42:19.799","2025-08-20 04:55:12.403","Closed"
"MYXUSDT","Cross","Short","1.14970000","1.10730400","34791.00000000","34791.00000000","1474.99770000","2025-08-19 14:16:27.836","2025-08-19 15:27:38.324","Closed"
"API3USDT","Cross","Short","1.44891955","1.28827700","36160.70000000","36160.70000000","5808.93209900","2025-08-19 10:34:35.427","2025-08-20 04:01:20.402","Closed"
"API3USDT","Cross","Short","1.43425900","1.56072200","28583.30000000","28583.30000000","-3614.72585970","2025-08-19 07:40:34.768","2025-08-19 09:49:52.489","Closed"
"AIOTUSDT","Cross","Long","1.46655100","1.87375000","17727.00000000","17727.00000000","7218.42713929","2025-08-19 06:44:29.333","2025-08-19 11:58:30.064","Closed"
"MYXUSDT","Cross","Short","2.15043000","2.09817800","16960.00000000","16960.00000000","886.18659926","2025-08-17 12:53:11.253","2025-08-17 13:02:58.786","Closed"
"XNYUSDT","Cross","Short","0.02271100","0.01820000","1404296.00000000","1404296.00000000","6335.91237977","2025-08-17 02:56:21.971","2025-08-17 12:47:47.034","Closed"
"MYXUSDT","Cross","Long","2.06255628","1.98752800","9813.00000000","9813.00000000","-736.25139941","2025-08-16 23:08:33.571","2025-08-17 04:16:15.543","Closed"
"USELESSUSDT","Cross","Long","0.34879599","0.33740700","233197.00000000","233197.00000000","-2655.95409928","2025-08-16 22:33:00.225","2025-08-17 15:42:40.685","Closed"
"USELESSUSDT","Cross","Long","0.34758000","0.34730000","85526.00000000","85526.00000000","-23.98669997","2025-08-16 07:15:31.105","2025-08-16 17:32:33.454","Closed"
"XNYUSDT","Cross","Long","0.02605100","0.02630300","843493.00000000","843493.00000000","212.58509018","2025-08-16 03:43:39.708","2025-08-16 08:43:12.418","Closed"
"MYXUSDT","Cross","Long","1.89063200","2.01774900","10190.00000000","10190.00000000","1295.31619977","2025-08-16 03:43:27.707","2025-08-16 21:38:22.392","Closed"
"ETHUSDT","Cross","Short","4410.39000000","4417.61000000","28.59300000","28.59300000","-206.44145997","2025-08-15 15:43:46.760","2025-08-15 15:50:57.178","Closed"
"XNYUSDT","Cross","Short","0.01970100","0.01858100","1788046.00000000","1788046.00000000","2002.70293306","2025-08-15 15:09:48.883","2025-08-15 16:54:09.799","Closed"
"MYXUSDT","Cross","Long","1.80660000","1.84568300","16605.00000000","16605.00000000","648.98104000","2025-08-15 14:17:40.551","2025-08-15 15:42:51.763","Closed"
"XNYUSDT","Cross","Long","0.02100300","0.01941500","1845775.00000000","1845775.00000000","-2930.62944652","2025-08-15 14:06:24.327","2025-08-15 15:08:13.687","Closed"
"XNYUSDT","Cross","Long","0.02031100","0.01954800","1061102.00000000","1061102.00000000","-809.85330495","2025-08-15 12:27:46.268","2025-08-15 13:51:51.145","Closed"
"MYXUSDT","Cross","Long","1.50589232","1.69602400","16873.00000000","16873.00000000","3208.08409989","2025-08-14 14:52:47.706","2025-08-15 04:25:03.759","Closed"
"SOONUSDT","Cross","Short","0.40581936","0.35196800","138555.00000000","138555.00000000","7461.32342883","2025-08-13 13:50:46.234","2025-08-14 13:16:11.711","Closed"
"MYXUSDT","Cross","Long","1.89604800","1.85202600","10891.00000000","10891.00000000","-479.44559990","2025-08-13 12:27:43.760","2025-08-13 12:56:46.734","Closed"
"MYXUSDT","Cross","Long","1.81548700","1.82257900","22553.00000000","22553.00000000","159.93846855","2025-08-13 09:17:43.647","2025-08-13 11:08:26.457","Closed"
"SOONUSDT","Cross","Short","0.43224100","0.42215300","138602.00000000","138602.00000000","1398.28089864","2025-08-13 03:14:23.274","2025-08-13 06:51:53.136","Closed"
"SOONUSDT","Cross","Short","0.43338000","0.46625400","34611.00000000","34611.00000000","-1137.80955000","2025-08-12 17:02:06.748","2025-08-12 20:31:02.056","Closed"
"PROVEUSDT","Cross","Short","1.46845000","1.47516700","21047.30000000","21047.30000000","-141.37850963","2025-08-12 13:32:23.295","2025-08-12 14:27:10.776","Closed"
"SOONUSDT","Cross","Short","0.45982400","0.42281900","124707.00000000","124707.00000000","4614.88032986","2025-08-12 05:19:06.137","2025-08-12 14:31:22.266","Closed"
"UNIUSDT","Cross","Long","11.68000000","11.42200000","5875.00000000","5875.00000000","-1515.75000000","2025-08-11 16:02:25.531","2025-08-11 16:54:18.206","Closed"
"MEMEFIUSDT","Cross","Short","0.00276300","0.00276700","11029411.00000000","11029411.00000000","-44.85616226","2025-08-11 06:41:40.949","2025-08-11 07:21:04.973","Closed"
"GRIFFAINUSDT","Cross","Short","0.05031300","0.04951100","298151.00000000","298151.00000000","239.05888971","2025-08-11 03:47:36.592","2025-08-11 06:41:44.456","Closed"
"MEMEFIUSDT","Cross","Short","0.00308200","0.00317000","9803921.00000000","9803921.00000000","-859.41658554","2025-08-11 01:53:29.164","2025-08-11 03:42:54.729","Closed"
"MEMEFIUSDT","Cross","Long","0.00337900","0.00326500","8797653.00000000","8797653.00000000","-999.12690102","2025-08-10 03:51:30.490","2025-08-10 12:36:10.322","Closed"
"1000000BOBUSDT","Cross","Long","0.09431319","0.08620200","349502.00000000","349502.00000000","-2834.70339983","2025-08-10 02:18:06.721","2025-08-11 07:52:31.544","Closed"
"TOWNSUSDT","Cross","Long","0.03347000","0.03332900","448162.00000000","448162.00000000","-63.16909000","2025-08-09 17:16:14.940","2025-08-09 17:32:23.570","Closed"
"1000000BOBUSDT","Cross","Long","0.09491600","0.08086600","435883.00000000","435883.00000000","-6123.96567851","2025-08-09 17:02:57.470","2025-08-09 17:51:58.049","Closed"
"MEMEFIUSDT","Cross","Long","0.00348100","0.00347200","8689458.00000000","8689458.00000000","-74.89448264","2025-08-09 14:06:39.432","2025-08-09 14:18:31.036","Closed"
"MEMEFIUSDT","Cross","Short","0.00338200","0.00334300","9863405.00000000","9863405.00000000","382.59307481","2025-08-09 10:04:27.674","2025-08-09 10:51:11.752","Closed"
"MEMEFIUSDT","Cross","Long","0.00338700","0.00355800","10345207.00000000","10345207.00000000","1768.69921585","2025-08-09 06:23:37.129","2025-08-09 09:04:27.478","Closed"
"TOWNSUSDT","Cross","Long","0.03284900","0.03283100","944733.00000000","944733.00000000","-16.85549992","2025-08-09 05:53:53.613","2025-08-09 07:45:52.515","Closed"
"MEMEFIUSDT","Cross","Short","0.00420000","0.00332600","5913073.00000000","5913073.00000000","5172.75147468","2025-08-09 04:30:35.899","2025-08-09 05:58:22.493","Closed"
"TOWNSUSDT","Cross","Long","0.03241000","0.03198400","977421.00000000","977421.00000000","-416.76412000","2025-08-09 03:54:43.214","2025-08-09 04:30:25.520","Closed"
"MEMEFIUSDT","Cross","Short","0.00321000","0.00360200","10693619.00000000","10693619.00000000","-4190.33487636","2025-08-08 17:50:53.308","2025-08-08 22:32:09.038","Closed"
"MEMEFIUSDT","Cross","Long","0.00352500","0.00326900","10451977.00000000","10451977.00000000","-2676.75289535","2025-08-08 17:17:54.552","2025-08-08 17:37:10.644","Closed"
"MYXUSDT","Cross","Short","1.71773200","1.80200000","30629.00000000","30629.00000000","-2581.03603998","2025-08-08 09:03:07.460","2025-08-08 09:47:56.115","Closed"
"TOWNSUSDT","Cross","Long","0.03424000","0.03144000","876168.00000000","876168.00000000","-2453.27040000","2025-08-08 07:18:36.982","2025-08-08 15:39:09.696","Closed"
"MYXUSDT","Cross","Short","1.69521000","1.62207200","30198.00000000","30198.00000000","2208.61636945","2025-08-07 15:01:39.386","2025-08-07 17:04:50.364","Closed"
"MYXUSDT","Cross","Short","1.57009300","1.61535000","31767.00000000","31767.00000000","-1437.69580948","2025-08-07 14:36:35.576","2025-08-07 14:50:39.104","Closed"
"MYXUSDT","Cross","Long","1.66520800","1.59587000","30026.00000000","30026.00000000","-2081.96386918","2025-08-07 14:27:47.768","2025-08-07 14:35:42.633","Closed"
"MYXUSDT","Cross","Long","1.64852100","1.67747700","42504.00000000","42504.00000000","1230.74506900","2025-08-07 10:05:27.729","2025-08-07 14:15:15.054","Closed"
"MYXUSDT","Cross","Long","1.52578700","1.49959500","40109.00000000","40109.00000000","-1050.56638912","2025-08-07 06:29:01.959","2025-08-07 08:23:05.588","Closed"
"OMNIUSDT","Cross","Long","4.48156500","4.98956300","11240.28000000","11240.28000000","5710.03228908","2025-08-07 06:00:00.388","2025-08-07 07:53:55.319","Closed"
"MEMEFIUSDT","Cross","Long","0.00517800","0.00552300","9519439.00000000","9519439.00000000","3288.28289496","2025-08-07 05:32:12.521","2025-08-07 05:43:43.354","Closed"
"MYXUSDT","Cross","Long","1.70994500","1.61052600","29239.00000000","29239.00000000","-2906.91658934","2025-08-07 01:25:53.877","2025-08-07 02:02:47.056","Closed"
"MYXUSDT","Cross","Short","1.56952000","1.73188300","25485.00000000","25485.00000000","-4137.81788000","2025-08-06 22:10:03.057","2025-08-07 00:03:13.048","Closed"
"MEMEFIUSDT","Cross","Long","0.00389354","0.00391700","19247382.00000000","19247382.00000000","443.77603981","2025-08-06 22:07:43.561","2025-08-07 01:17:19.276","Closed"
"MYXUSDT","Cross","Short","1.77834900","1.76219800","23202.00000000","23202.00000000","374.73542890","2025-08-06 16:49:29.896","2025-08-06 17:59:09.255","Closed"
"MEMEFIUSDT","Cross","Long","0.00289700","0.00336800","21100537.00000000","21100537.00000000","9946.87030013","2025-08-06 16:22:01.829","2025-08-06 17:07:34.667","Closed"
"MYXUSDT","Cross","Long","1.83398000","1.78556700","23226.00000000","23226.00000000","-1124.42467936","2025-08-06 16:11:33.927","2025-08-06 16:44:14.013","Closed"
"OMNIUSDT","Cross","Long","4.49186200","4.38011300","11249.91000000","11249.91000000","-1257.16427927","2025-08-06 16:08:37.815","2025-08-06 16:22:35.568","Closed"
"MYXUSDT","Cross","Short","1.82276300","1.78626800","37994.00000000","37994.00000000","1386.59073824","2025-08-06 15:21:23.024","2025-08-06 15:57:24.770","Closed"
"MEMEFIUSDT","Cross","Long","0.00287400","0.00283100","17397355.00000000","17397355.00000000","-744.86626800","2025-08-06 12:20:32.633","2025-08-06 12:26:12.333","Closed"
"MYXUSDT","Cross","Long","1.93754000","2.00376100","31292.00000000","31292.00000000","2072.17266853","2025-08-06 12:17:37.481","2025-08-06 14:42:07.010","Closed"
"MYXUSDT","Cross","Short","1.80187700","1.77251400","24603.00000000","24603.00000000","722.39721933","2025-08-06 11:51:58.070","2025-08-06 11:58:28.924","Closed"
"MEMEFIUSDT","Cross","Long","0.00223000","0.00258300","20066523.00000000","20066523.00000000","7082.76147885","2025-08-06 11:45:07.530","2025-08-06 12:16:40.876","Closed"
"MYXUSDT","Cross","Long","1.85804700","1.84146300","39116.00000000","39116.00000000","-648.67576934","2025-08-06 09:18:29.288","2025-08-06 11:49:58.116","Closed"
"MYXUSDT","Cross","Long","1.74429600","1.75000000","34443.00000000","34443.00000000","196.45893966","2025-08-06 08:10:03.654","2025-08-06 09:14:38.049","Closed"
"MYXUSDT","Cross","Long","1.76089200","1.76000000","39667.00000000","39667.00000000","-35.37202994","2025-08-06 05:40:49.743","2025-08-06 08:06:09.056","Closed"
"MYXUSDT","Cross","Short","1.32816100","1.53698000","37646.00000000","37646.00000000","-7861.19414909","2025-08-06 04:58:33.405","2025-08-06 05:13:41.773","Closed"
"MYXUSDT","Cross","Short","0.39822386","0.46602100","376689.00000000","376689.00000000","-25538.35950791","2025-08-04 23:51:55.927","2025-08-05 01:38:35.329","Closed"
"MYXUSDT","Cross","Short","0.43239700","0.45251000","517348.00000000","517348.00000000","-10405.02528988","2025-08-04 17:48:00.938","2025-08-04 20:39:32.495","Closed"
"MYXUSDT","Cross","Short","0.39453400","0.47891600","355871.00000000","355871.00000000","-30029.10232853","2025-08-04 16:53:20.048","2025-08-04 17:41:23.070","Closed"
"SPKUSDT","Cross","Short","0.13001700","0.11701000","769230.00000000","769230.00000000","10005.70969993","2025-08-04 14:47:40.617","2025-08-04 20:51:38.799","Closed"
"ETHUSDT","Cross","Long","3614.57178900","3648.37680100","200.00000000","200.00000000","6761.00255010","2025-08-04 13:58:21.214","2025-08-04 14:23:02.501","Closed"
"SPKUSDT","Cross","Short","0.12458200","0.12343300","401445.00000000","401445.00000000","460.95431959","2025-08-04 11:20:03.665","2025-08-04 14:00:09.852","Closed"
"SOLUSDT","Cross","Short","161.09000000","163.59000000","0.14000000","0.14000000","-0.35000000","2025-08-03 07:27:27.708","2025-08-06 05:35:20.394","Closed"
"VICUSDT","Cross","Long","0.28443929","0.27601200","3024.00000000","3024.00000000","-25.48389997","2025-08-03 06:27:15.019","2025-08-06 05:35:20.417","Closed"
"VINEUSDT","Cross","Short","0.09529000","0.09701000","524714.00000000","524714.00000000","-902.42759000","2025-08-02 02:29:21.082","2025-08-02 08:40:18.312","Closed"
"ZORAUSDT","Cross","Short","0.06300600","0.05844000","793650.00000000","793650.00000000","3624.02133972","2025-08-02 02:28:00.370","2025-08-02 07:37:04.259","Closed"
"TONUSDT","Cross","Long","3.51280000","3.43040000","17.90000000","17.90000000","-1.47496000","2025-08-01 22:41:22.733","2025-08-04 12:35:22.501","Closed"
"ARBUSDT","Cross","Short","0.38310000","0.37135000","339.10000000","339.10000000","3.98441000","2025-08-01 17:43:33.218","2025-08-03 00:52:25.913","Closed"
"BNBUSDT","Cross","Long","763.30000000","740.93000000","0.16000000","0.16000000","-3.57920000","2025-08-01 17:42:32.350","2025-08-03 00:55:33.518","Closed"
"OMNIUSDT","Cross","Long","4.62332003","4.29501500","21691.97000000","21691.97000000","-7121.58589986","2025-08-01 14:35:18.794","2025-08-02 01:57:47.854","Closed"
"ETHUSDT","Cross","Long","3552.20300794","3558.76000000","284.88900000","284.88900000","1868.01491004","2025-08-01 14:34:50.052","2025-08-04 11:07:03.359","Closed"
"SPKUSDT","Cross","Short","0.09316200","0.09405500","536711.00000000","536711.00000000","-479.47141970","2025-08-01 12:28:16.976","2025-08-01 14:13:04.967","Closed"
"BTCUSDT","Cross","Long","114974.30000000","115220.60909100","0.01100000","0.01100000","2.70940000","2025-08-01 01:09:31.783","2025-08-01 06:10:34.948","Closed"
"ETHUSDT","Cross","Long","3746.71000000","3650.94000000","100.00000000","100.00000000","-9577.00000000","2025-07-31 16:36:31.864","2025-08-01 07:11:48.909","Closed"
"XRPUSDT","Cross","Long","3.08700000","2.95910000","40.70000000","40.70000000","-5.20553000","2025-07-31 14:27:24.864","2025-08-01 01:15:15.376","Closed"
"1000PEPEUSDT","Cross","Short","0.01100650","0.01064800","5893.00000000","5893.00000000","2.11264050","2025-07-31 14:27:13.595","2025-08-01 01:57:00.690","Closed"
"WIFUSDT","Cross","Short","0.94110000","0.89910000","68.80000000","68.80000000","2.88960000","2025-07-31 14:27:07.222","2025-08-01 01:56:57.706","Closed"
"OMNIUSDT","Cross","Short","4.69431600","4.67880500","10656.43000000","10656.43000000","165.28990981","2025-07-31 13:21:03.286","2025-07-31 16:20:04.662","Closed"
"BTCUSDT","Cross","Long","118275.90000000","114957.00000000","1.69000000","1.69000000","-5608.94100000","2025-07-31 06:08:11.869","2025-08-01 07:11:08.740","Closed"
"ETHUSDT","Cross","Long","3852.00000000","3650.60000000","51.95200000","51.95200000","-10463.13280000","2025-07-31 02:47:47.464","2025-08-01 07:11:15.757","Closed"
"PENGUUSDT","Cross","Short","0.03528800","0.03607700","3808865.00000000","3808865.00000000","-3006.66373334","2025-07-31 00:00:48.779","2025-07-31 02:42:21.589","Closed"
"OMNIUSDT","Cross","Short","4.82744000","4.80300000","22362.58000000","22362.58000000","546.53704975","2025-07-31 00:00:38.782","2025-07-31 08:50:25.543","Closed"
"SOLUSDT","Cross","Short","175.84000000","178.74333300","1.84000000","1.08000000","-3.13560000","2025-07-30 22:17:22.841",,"Partially Closed"
"SOLUSDT","Cross","Short","175.84000000","170.81978300","1.84000000","1.84000000","9.23720000","2025-07-30 22:17:22.841","2025-08-03 00:55:28.204","Closed"
"ENAUSDT","Cross","Long","0.60317681","0.63168200","207.00000000","207.00000000","5.90049999","2025-07-30 21:20:18.154","2025-07-31 14:18:59.779","Closed"
"ETHUSDT","Cross","Long","3698.19000000","3457.52235300","0.03400000","0.03400000","-8.18270000","2025-07-30 19:05:25.983","2025-08-02 16:05:53.200","Closed"
"ETHUSDT","Cross","Long","3698.19000000","3452.36000000","0.03400000","0.01800000","-4.42494000","2025-07-30 19:05:25.983",,"Partially Closed"
"SPXUSDT","Cross","Long","1.82130294","1.83840000","34.00000000","34.00000000","0.58130000","2025-07-30 18:48:43.627","2025-07-31 13:11:21.819","Closed"
"PENGUUSDT","Cross","Short","0.03738400","0.03681900","1337470.00000000","1337470.00000000","755.92207185","2025-07-30 11:00:53.272","2025-07-30 16:21:56.788","Closed"
"1000BONKUSDT","Cross","Short","0.02794200","0.02820800","1789420.00000000","1789420.00000000","-475.54201292","2025-07-30 11:00:46.426","2025-07-30 16:22:07.115","Closed"
"OMNIUSDT","Cross","Short","4.92238700","5.05200000","20323.18000000","20323.18000000","-2634.14657988","2025-07-30 11:00:34.450","2025-07-30 16:23:28.886","Closed"
"OMNIUSDT","Cross","Short","5.01077800","5.16194300","10372.58000000","10372.58000000","-1567.96844985","2025-07-30 06:21:13.787","2025-07-30 07:27:01.920","Closed"
"ZORAUSDT","Cross","Short","0.08871000","0.08156000","338180.00000000","338180.00000000","2417.98700000","2025-07-30 02:10:19.613","2025-07-30 05:50:55.366","Closed"
"OMNIUSDT","Cross","Short","4.77731100","4.86200000","10477.78000000","10477.78000000","-887.34897997","2025-07-30 02:09:29.398","2025-07-30 05:50:34.907","Closed"
"VINEUSDT","Cross","Long","0.12891600","0.11249800","4649.00000000","4649.00000000","-76.32671998","2025-07-30 01:51:15.974","2025-07-30 11:04:57.177","Closed"
"ENAUSDT","Cross","Long","0.57865000","0.55868800","1035.00000000","1035.00000000","-20.66109999","2025-07-30 01:50:34.977","2025-07-30 15:31:30.270","Closed"
"SPXUSDT","Cross","Long","1.98230300","2.02680000","34.00000000","8.00000000","0.35597647","2025-07-29 20:35:05.074",,"Partially Closed"
"SPXUSDT","Cross","Long","1.98230294","1.98810600","34.00000000","34.00000000","0.19730000","2025-07-29 20:35:05.074","2025-07-30 00:22:50.290","Closed"
"1000BONKUSDT","Cross","Short","0.02974706","0.02893900","1680841.00000000","1680841.00000000","1358.21614921","2025-07-29 16:39:37.600","2025-07-30 05:50:26.176","Closed"
"PENGUUSDT","Cross","Short","0.03739616","0.03792700","1337434.00000000","1337434.00000000","-710.52126139","2025-07-29 16:39:28.370","2025-07-30 05:50:41.823","Closed"
"BNBUSDT","Cross","Long","809.00000000","795.61000000","0.08000000","0.08000000","-1.07120000","2025-07-29 15:18:49.828","2025-07-31 14:14:58.944","Closed"
"PUMPUSDT","Cross","Long","0.00272600","0.00256800","73179656.00000000","73179656.00000000","-11578.30150540","2025-07-29 13:20:11.437","2025-07-29 14:03:30.180","Closed"
"OMNIUSDT","Cross","Short","5.17279700","5.14243400","25173.64000000","25173.64000000","764.33485861","2025-07-29 08:54:07.449","2025-07-29 19:19:21.053","Closed"
"ETHUSDT","Cross","Long","3865.73000000","3864.96000000","50.00000000","50.00000000","-38.49999992","2025-07-27 23:53:24.697","2025-07-28 13:02:28.580","Closed"
"PENGUUSDT","Cross","Long","0.04440900","0.04314300","5178953.00000000","5178953.00000000","-6558.23896664","2025-07-27 18:00:27.938","2025-07-27 23:45:48.198","Closed"
"SUSDT","Cross","Short","0.33423758","0.34008800","2512.00000000","2512.00000000","-14.69519999","2025-07-27 10:48:32.973","2025-07-28 12:50:29.730","Closed"
"APTUSDT","Cross","Short","4.82041446","4.92342300","182.60000000","182.60000000","-18.80935998","2025-07-27 10:48:03.938","2025-07-28 12:50:32.768","Closed"
"SUIUSDT","Cross","Long","4.28467076","4.22043100","353.00000000","353.00000000","-22.67666999","2025-07-27 10:46:48.997","2025-07-28 12:50:35.161","Closed"
"SPKUSDT","Cross","Short","0.09695000","0.08014000","515729.00000000","515729.00000000","8669.40449000","2025-07-27 02:46:16.074","2025-07-29 15:36:08.364","Closed"
"CUSDT","Cross","Long","0.35384000","0.35118000","141306.00000000","141306.00000000","-375.85229000","2025-07-27 02:00:01.788","2025-07-27 13:59:07.645","Closed"
"VINEUSDT","Cross","Long","0.06843000","0.07028500","438404.00000000","438404.00000000","813.05123000","2025-07-27 01:59:41.531","2025-07-27 06:58:46.833","Closed"
"CUSDT","Cross","Long","0.35198400","0.35003500","240011.00000000","120005.00000000","-233.91606188","2025-07-26 11:21:26.168",,"Partially Closed"
"CUSDT","Cross","Long","0.35198387","0.35222600","240011.00000000","240011.00000000","58.16170008","2025-07-26 11:21:26.168","2025-07-27 01:58:38.755","Closed"
"ETHUSDT","Cross","Long","3633.64000000","3863.86000000","50.00000000","50.00000000","11511.00000000","2025-07-25 15:55:56.484","2025-07-28 13:02:26.761","Closed"
"BTCUSDT","Cross","Long","115250.20000000","118750.00000000","3.51300000","3.51300000","12294.79740000","2025-07-25 09:16:41.775","2025-07-28 13:02:18.657","Closed"
"ORDIUSDT","Cross","Short","9.50454194","10.45211200","93.00000000","93.00000000","-88.12399998","2025-07-25 04:05:29.016","2025-07-28 12:33:12.796","Closed"
"ORDIUSDT","Cross","Short","9.50454200","10.01588700","93.00000000","70.60000000","-36.10093934","2025-07-25 04:05:29.016",,"Partially Closed"
"ORDIUSDT","Cross","Short","9.50454194","10.01588700","93.00000000","70.60000000","-36.10093934","2025-07-25 04:05:29.016",,"Partially Closed"
"SPXUSDT","Cross","Long","1.77964130","2.24580000","92.00000000","92.00000000","42.88659999","2025-07-25 02:36:08.506","2025-07-28 12:50:52.287","Closed"
"PENGUUSDT","Cross","Short","0.03670300","0.03693000","2724572.00000000","2724572.00000000","-617.96657891","2025-07-25 02:33:35.128","2025-07-25 04:01:59.809","Closed"
"SYRUPUSDT","Cross","Short","0.60150600","0.59311000","166467.00000000","166467.00000000","1397.63246001","2025-07-25 02:21:30.724","2025-07-25 02:25:02.867","Closed"
"VINEUSDT","Cross","Short","0.06035000","0.05721700","828500.00000000","828500.00000000","2595.43994897","2025-07-25 02:07:59.583","2025-07-25 04:02:11.136","Closed"
"SPXUSDT","Cross","Long","1.74170000","1.70110000","133.00000000","133.00000000","-5.39980000","2025-07-24 23:31:12.635","2025-07-25 01:12:13.244","Closed"
"CUSDT","Cross","Short","0.33835800","0.33895100","180205.00000000","180205.00000000","-106.90965874","2025-07-24 22:06:31.520","2025-07-24 22:32:31.964","Closed"
"SPKUSDT","Cross","Short","0.10847100","0.11370200","921956.00000000","921956.00000000","-4822.61029927","2025-07-24 18:00:52.897","2025-07-24 18:09:08.082","Closed"
"1000BONKUSDT","Cross","Short","0.03582043","0.03341300","2938489.00000000","2938489.00000000","7073.61637088","2025-07-24 16:21:40.793","2025-07-25 04:01:55.628","Closed"
"DOGEUSDT","Cross","Long","0.24421819","0.22703000","387.00000000","387.00000000","-6.65183000","2025-07-24 15:07:52.996","2025-07-25 00:35:42.198","Closed"
"SPXUSDT","Cross","Long","1.86367400","1.76770000","81.00000000","81.00000000","-7.77389999","2025-07-24 15:07:38.013","2025-07-24 23:14:39.233","Closed"
"VINEUSDT","Cross","Short","0.06978100","0.06362400","2149676.00000000","2149676.00000000","13234.29716771","2025-07-24 14:44:03.366","2025-07-24 16:11:44.546","Closed"
"VINEUSDT","Cross","Short","0.06631800","0.06282400","3016136.00000000","3016136.00000000","10539.93070789","2025-07-24 13:11:01.955","2025-07-24 14:10:12.167","Closed"
"VINEUSDT","Cross","Long","0.07142400","0.06425000","1537345.00000000","1537345.00000000","-11028.75239970","2025-07-24 12:28:42.428","2025-07-24 13:08:47.722","Closed"
"NEWTUSDT","Cross","Long","0.62548800","0.62450700","79936.00000000","79936.00000000","-78.47659982","2025-07-24 12:11:24.777","2025-07-24 12:27:53.347","Closed"
"NEWTUSDT","Cross","Long","0.65767800","0.61521300","45592.00000000","45592.00000000","-1936.05379949","2025-07-24 10:49:15.986","2025-07-24 12:10:13.986","Closed"
"SPKUSDT","Cross","Short","0.12248900","0.09613900","1224606.00000000","1224606.00000000","32269.29836867","2025-07-24 07:03:53.942","2025-07-24 17:12:43.360","Closed"
"SPXUSDT","Cross","Long","1.71149400","1.72709400","136.00000000","136.00000000","2.12160000","2025-07-24 06:43:25.260","2025-07-24 14:12:39.457","Closed"
"SAHARAUSDT","Cross","Short","0.15818000","0.13176000","189657.00000000","189657.00000000","5010.73794000","2025-07-24 02:35:15.415","2025-07-24 05:03:06.223","Closed"
"CUSDT","Cross","Short","0.41370000","0.40930900","145034.00000000","145034.00000000","636.91895793","2025-07-24 00:49:12.293","2025-07-24 12:39:15.523","Closed"
"SPKUSDT","Cross","Short","0.16856300","0.13411000","593331.00000000","593331.00000000","20442.26784986","2025-07-24 00:48:33.870","2025-07-24 06:20:40.067","Closed"
"EPICUSDT","Cross","Long","2.24839700","1.95020300","13609.00000000","13609.00000000","-4058.12155787","2025-07-24 00:43:06.773","2025-07-24 07:28:53.182","Closed"
"AAVEUSDT","Cross","Short","285.49000000","292.49000000","0.20000000","0.20000000","-1.40000000","2025-07-23 20:37:34.871","2025-07-24 00:53:24.416","Closed"
"SPXUSDT","Cross","Long","1.94660000","1.85910000","81.00000000","81.00000000","-7.08750000","2025-07-23 18:07:39.890","2025-07-23 20:21:48.459","Closed"
"SPKUSDT","Cross","Short","0.16272200","0.17914700","614382.00000000","614382.00000000","-10090.80085921","2025-07-23 16:43:32.601","2025-07-23 21:41:32.060","Closed"
"CUSDT","Cross","Short","0.39784100","0.43200400","150592.00000000","150592.00000000","-5144.71886829","2025-07-23 16:35:53.556","2025-07-23 23:20:07.073","Closed"
"SPKUSDT","Cross","Short","0.15741600","0.16642700","444919.00000000","444919.00000000","-4009.24140927","2025-07-23 16:26:47.826","2025-07-23 16:40:15.439","Closed"
"SPKUSDT","Cross","Short","0.14864200","0.16201300","538208.00000000","538208.00000000","-7196.25924934","2025-07-23 16:02:40.925","2025-07-23 16:17:09.215","Closed"
"CUSDT","Cross","Short","0.38994000","0.40101400","76934.00000000","76934.00000000","-851.92879000","2025-07-23 14:52:43.668","2025-07-23 16:25:33.847","Closed"
"PUMPUSDT","Cross","Long","0.00391900","0.00381600","51001131.00000000","51001131.00000000","-5264.02705815","2025-07-23 14:32:15.780","2025-07-23 16:13:16.953","Closed"
"1000BONKUSDT","Cross","Long","0.03335136","0.03463200","3716248.00000000","3716248.00000000","4759.19102685","2025-07-23 14:28:53.781","2025-07-24 00:36:26.821","Closed"
"DOGEUSDT","Cross","Long","0.24116000","0.24346000","324.00000000","324.00000000","0.74520000","2025-07-23 13:44:14.144","2025-07-23 17:06:31.166","Closed"
"CUSDT","Cross","Short","0.38040000","0.39065100","78864.00000000","78864.00000000","-808.39834000","2025-07-23 13:33:13.776","2025-07-23 14:44:01.105","Closed"
"SPKUSDT","Cross","Short","0.14261200","0.13561400","701956.00000000","701956.00000000","4912.33789912","2025-07-23 13:27:44.687","2025-07-23 14:02:31.798","Closed"
"VIRTUALUSDT","Cross","Short","1.87100000","1.78799300","13361.80000000","13361.80000000","1109.11896000","2025-07-23 08:55:07.835","2025-07-23 13:28:50.705","Closed"
